PPCName,S1,S2,S3,S4,S5
p33_gpcc-octree-predlift_r02,0.23806,0.45151,0.16843,0.54389,0.064417
p33_gpcc-octree-predlift_r03,0.48897,0.71277,0.28486,0.63835,0.25444
p33_gpcc-octree-predlift_r04,0.70881,0.8736,0.49548,0.90372,0.56671
p33_gpcc-octree-predlift_r05,0.76473,0.90407,0.67048,0.93381,0.76961
p33_gpcc-octree-predlift_r06,0.78526,0.91788,0.79593,0.95619,0.87749
p33_gpcc-octree-raht_r02,0.23806,0.45151,0.15581,0.55036,0.064417
p33_gpcc-octree-raht_r03,0.48897,0.71277,0.25992,0.64036,0.25444
p33_gpcc-octree-raht_r04,0.70881,0.8736,0.46057,0.87911,0.56671
p33_gpcc-octree-raht_r05,0.76473,0.90407,0.64518,0.90271,0.76961
p33_gpcc-octree-raht_r06,0.78526,0.91788,0.76452,0.92508,0.87749
p33_vpcc_r00,0.45039,0.57281,0.2075,0.66166,0.90433
p33_vpcc_r01,0.56639,0.65986,0.26661,0.74938,0.93975
p33_vpcc_r02,0.66461,0.73857,0.36445,0.83118,0.98362
p33_vpcc_r03,0.7286,0.79213,0.48636,0.84887,1
p33_vpcc_r04,0.77182,0.82415,0.61333,0.88753,1
p33_vpcc_r05,0.80126,0.86543,0.71109,0.91319,0.97526
p35_geocnn_r01,0.78541,0.83502,0.74469,0.85757,1
p35_geocnn_r02,0.83116,0.87272,0.75689,0.85423,1
p35_geocnn_r03,0.87185,0.91147,0.7635,0.85265,1
p35_geocnn_r04,0.90279,0.93992,0.76877,0.84993,1
p35_gpcc-octree-predlift_r02,0.23873,0.50526,0.15994,0.51903,0.06422
p35_gpcc-octree-predlift_r03,0.48932,0.7459,0.25787,0.5829,0.26032
p35_gpcc-octree-predlift_r04,0.71241,0.88772,0.4219,0.77996,0.57569
p35_gpcc-octree-predlift_r05,0.76754,0.91117,0.60404,0.87232,0.77446
p35_gpcc-octree-predlift_r06,0.79022,0.92379,0.76594,0.90911,0.88464
p35_gpcc-octree-raht_r02,0.23873,0.50526,0.15239,0.51451,0.06422
p35_gpcc-octree-raht_r03,0.48932,0.7459,0.2236,0.58109,0.26032
p35_gpcc-octree-raht_r04,0.71241,0.88772,0.39113,0.75104,0.57569
p35_gpcc-octree-raht_r05,0.76754,0.91117,0.5671,0.84697,0.77446
p35_gpcc-octree-raht_r06,0.79022,0.92379,0.71505,0.88066,0.88464
p35_vpcc_r00,0.44198,0.61475,0.17316,0.56121,0.85398
p35_vpcc_r01,0.53233,0.68811,0.21812,0.62368,0.90655
p35_vpcc_r02,0.61808,0.75197,0.28566,0.68474,0.9309
p35_vpcc_r03,0.69486,0.80555,0.37605,0.74271,0.93894
p35_vpcc_r04,0.75253,0.84365,0.50943,0.8341,0.95103
p35_vpcc_r05,0.79839,0.88925,0.64026,0.86564,0.90902
p36_geocnn_r01,0.30558,0.46205,0.18674,0.9414,1
p36_geocnn_r02,0.41735,0.59473,0.20856,0.94708,1
p36_geocnn_r03,0.50433,0.68801,0.22481,0.94335,1
p36_geocnn_r04,0.55559,0.73936,0.23068,0.94666,1
p36_gpcc-octree-predlift_r02,0.21422,0.46024,0.016921,0.59066,0.24823
p36_gpcc-octree-predlift_r03,0.42699,0.70573,0.053761,0.8534,0.75248
p36_gpcc-octree-predlift_r04,0.6731,0.8614,0.2456,0.97802,0.9209
p36_gpcc-octree-predlift_r05,0.74933,0.89906,0.48558,0.97652,0.97023
p36_gpcc-octree-predlift_r06,0.7758,0.9107,0.68305,0.98348,0.9877
p36_gpcc-octree-raht_r02,0.21422,0.46024,0.014697,0.57308,0.24823
p36_gpcc-octree-raht_r03,0.42699,0.70573,0.043451,0.80848,0.75248
p36_gpcc-octree-raht_r04,0.6731,0.8614,0.19156,0.96158,0.9209
p36_gpcc-octree-raht_r05,0.74933,0.89906,0.43923,0.96892,0.97023
p36_gpcc-octree-raht_r06,0.7758,0.9107,0.60864,0.97543,0.9877
p36_vpcc_r00,0.22625,0.43367,0.01826,0.59312,1
p36_vpcc_r01,0.27736,0.49828,0.025868,0.63782,1
p36_vpcc_r02,0.33435,0.55883,0.05101,0.83377,1
p36_vpcc_r03,0.38439,0.60558,0.12406,0.95482,1
p36_vpcc_r04,0.42748,0.63858,0.244,0.96333,1
p36_vpcc_r05,0.49484,0.72336,0.32481,0.95943,1
p40_geocnn_r01,0.68965,0.64522,0.47764,0.89674,1
p40_geocnn_r02,0.85982,0.86004,0.50672,0.89015,1
p40_geocnn_r03,0.92694,0.93875,0.52588,0.88331,1
p40_geocnn_r04,0.95765,0.9717,0.53806,0.877,1
p40_gpcc-octree-predlift_r02,0.24387,0.43966,0.058419,0.51754,0.064397
p40_gpcc-octree-predlift_r03,0.49223,0.69565,0.091768,0.59271,0.25626
p40_gpcc-octree-predlift_r04,0.71058,0.8697,0.24283,0.81575,0.56937
p40_gpcc-octree-predlift_r05,0.75524,0.8892,0.49615,0.8784,0.77018
p40_gpcc-octree-predlift_r06,0.79421,0.92743,0.67757,0.90016,0.88176
p40_gpcc-octree-raht_r02,0.24387,0.43966,0.055409,0.51712,0.064397
p40_gpcc-octree-raht_r03,0.49223,0.69565,0.079986,0.58005,0.25626
p40_gpcc-octree-raht_r04,0.71058,0.8697,0.19908,0.76908,0.56937
p40_gpcc-octree-raht_r05,0.75524,0.8892,0.46025,0.86176,0.77018
p40_gpcc-octree-raht_r06,0.79421,0.92743,0.63135,0.88466,0.88176
p40_vpcc_r00,0.63503,0.73215,0.062952,0.56795,0.92909
p40_vpcc_r01,0.71988,0.79295,0.081885,0.60215,0.96525
p40_vpcc_r02,0.79394,0.85004,0.13916,0.68609,0.99167
p40_vpcc_r03,0.83795,0.88431,0.30433,0.84162,0.99344
p40_vpcc_r04,0.8678,0.90541,0.55137,0.92364,1
p40_vpcc_r05,0.90089,0.93713,0.65481,0.94094,0.98915
p41_geocnn_r01,0.77948,0.8316,0.71168,0.79296,1
p41_geocnn_r02,0.8338,0.87857,0.73053,0.7862,1
p41_geocnn_r03,0.87964,0.9154,0.74774,0.77758,1
p41_geocnn_r04,0.91375,0.94414,0.75695,0.77315,1
p41_gpcc-octree-predlift_r02,0.23073,0.48611,0.15575,0.54333,0.070209
p41_gpcc-octree-predlift_r03,0.48034,0.73085,0.26445,0.65387,0.27198
p41_gpcc-octree-predlift_r04,0.70639,0.87961,0.49375,0.88384,0.58692
p41_gpcc-octree-predlift_r05,0.76373,0.90632,0.71003,0.93604,0.78255
p41_gpcc-octree-predlift_r06,0.78353,0.91535,0.84801,0.9378,0.88849
p41_gpcc-octree-raht_r02,0.23073,0.48611,0.14307,0.55029,0.070209
p41_gpcc-octree-raht_r03,0.48034,0.73085,0.23655,0.6595,0.27198
p41_gpcc-octree-raht_r04,0.70639,0.87961,0.45275,0.85403,0.58692
p41_gpcc-octree-raht_r05,0.76373,0.90632,0.68604,0.89601,0.78255
p41_gpcc-octree-raht_r06,0.78353,0.91535,0.81916,0.90438,0.88849
p41_vpcc_r00,0.48202,0.63822,0.18513,0.64904,0.84286
p41_vpcc_r01,0.59314,0.72251,0.24925,0.68589,0.92528
p41_vpcc_r02,0.67997,0.78235,0.36215,0.74265,0.97009
p41_vpcc_r03,0.74306,0.8291,0.52108,0.8109,0.98401
p41_vpcc_r04,0.78773,0.86085,0.69619,0.87626,1
p41_vpcc_r05,0.82722,0.89485,0.82072,0.92564,0.96669
p43_geocnn_r01,0.7806,0.79511,0.6943,0.70837,1
p43_geocnn_r02,0.85605,0.88389,0.77921,0.72959,1
p43_geocnn_r03,0.90678,0.9452,0.79581,0.71894,1
p43_geocnn_r04,0.93309,0.96797,0.80469,0.71628,1
p43_gpcc-octree-predlift_r02,0.23959,0.45539,0.12359,0.54223,0.069399
p43_gpcc-octree-predlift_r03,0.46872,0.67145,0.20724,0.74184,0.27272
p43_gpcc-octree-predlift_r04,0.70902,0.87396,0.47947,0.95555,0.58777
p43_gpcc-octree-predlift_r05,0.76052,0.89871,0.56265,0.94202,0.78235
p43_gpcc-octree-predlift_r06,0.78944,0.92172,0.81367,0.93372,0.88904
p43_gpcc-octree-raht_r02,0.23959,0.45539,0.12666,0.5505,0.069399
p43_gpcc-octree-raht_r03,0.46872,0.67145,0.20257,0.74705,0.27272
p43_gpcc-octree-raht_r04,0.70902,0.87396,0.46247,0.92623,0.58777
p43_gpcc-octree-raht_r05,0.76052,0.89871,0.54128,0.92004,0.78235
p43_gpcc-octree-raht_r06,0.78944,0.92172,0.76966,0.91576,0.88904
p43_vpcc_r00,0.6237,0.72015,0.19982,0.65646,0.94914
p43_vpcc_r01,0.73016,0.80861,0.27994,0.71524,0.98867
p43_vpcc_r02,0.78864,0.84656,0.3557,0.7968,1
p43_vpcc_r03,0.83367,0.88581,0.4161,0.84477,1
p43_vpcc_r04,0.86145,0.90723,0.47308,0.88428,1
p43_vpcc_r05,0.89325,0.93625,0.52489,0.91609,1
p44_geocnn_r01,0.74479,0.81593,0.46653,0.77927,1
p44_geocnn_r02,0.79266,0.8548,0.48387,0.77824,1
p44_geocnn_r03,0.84609,0.89162,0.50886,0.77296,1
p44_geocnn_r04,0.88512,0.92484,0.52138,0.77155,1
p44_gpcc-octree-predlift_r02,0.23347,0.51904,0.049889,0.5342,0.06239
p44_gpcc-octree-predlift_r03,0.48414,0.75495,0.097279,0.65386,0.2603
p44_gpcc-octree-predlift_r04,0.70691,0.88515,0.29696,0.91497,0.57587
p44_gpcc-octree-predlift_r05,0.7648,0.90952,0.52199,0.93093,0.77518
p44_gpcc-octree-predlift_r06,0.78538,0.91768,0.70048,0.93787,0.88481
p44_gpcc-octree-raht_r02,0.23347,0.51904,0.044391,0.53312,0.06239
p44_gpcc-octree-raht_r03,0.48414,0.75495,0.090721,0.65224,0.2603
p44_gpcc-octree-raht_r04,0.70691,0.88515,0.26451,0.86003,0.57587
p44_gpcc-octree-raht_r05,0.7648,0.90952,0.49895,0.89763,0.77518
p44_gpcc-octree-raht_r06,0.78538,0.91768,0.67441,0.91384,0.88481
p44_vpcc_r00,0.49212,0.67109,0.069499,0.63406,0.81234
p44_vpcc_r01,0.59161,0.74147,0.10608,0.69406,0.87836
p44_vpcc_r02,0.66506,0.79063,0.18751,0.77857,0.90947
p44_vpcc_r03,0.7169,0.82628,0.33294,0.84638,0.92236
p44_vpcc_r04,0.75592,0.85493,0.50482,0.90009,0.92909
p44_vpcc_r05,0.78671,0.8868,0.59067,0.91942,0.89229
p45_geocnn_r01,0.77779,0.7978,0.40185,0.84665,1
p45_geocnn_r02,0.84624,0.8747,0.41313,0.84387,1
p45_geocnn_r03,0.89464,0.92843,0.4256,0.84086,1
p45_geocnn_r04,0.92434,0.95485,0.43896,0.83815,1
p45_gpcc-octree-predlift_r02,0.23753,0.42794,0.041631,0.51625,0.066607
p45_gpcc-octree-predlift_r03,0.48667,0.69507,0.089357,0.63653,0.26662
p45_gpcc-octree-predlift_r04,0.70449,0.86343,0.25073,0.84966,0.5816
p45_gpcc-octree-predlift_r05,0.76207,0.89961,0.4699,0.90645,0.77887
p45_gpcc-octree-predlift_r06,0.042969,0.10761,0.43614,0.93006,0.88573
p45_gpcc-octree-raht_r02,0.23753,0.42794,0.036841,0.51687,0.066607
p45_gpcc-octree-raht_r03,0.48667,0.69507,0.080575,0.63045,0.26662
p45_gpcc-octree-raht_r04,0.70449,0.86343,0.22081,0.81689,0.5816
p45_gpcc-octree-raht_r05,0.76207,0.89961,0.44676,0.89045,0.77887
p45_gpcc-octree-raht_r06,0.78599,0.9171,0.62629,0.91897,0.88573
p45_vpcc_r00,0.53778,0.6344,0.06442,0.62708,0.94286
p45_vpcc_r01,0.63984,0.72193,0.10781,0.70125,0.96007
p45_vpcc_r02,0.71814,0.78802,0.19123,0.79959,0.98137
p45_vpcc_r03,0.76944,0.83396,0.35426,0.90568,0.98313
p45_vpcc_r04,0.81406,0.86632,0.55841,0.96141,1
p45_vpcc_r05,0.85058,0.90811,0.68135,0.97983,0.98789
p46_geocnn_r01,0.78876,0.82079,0.66314,0.75845,1
p46_geocnn_r02,0.84577,0.87386,0.69545,0.74949,1
p46_geocnn_r03,0.89742,0.91605,0.71922,0.73575,1
p46_geocnn_r04,0.93796,0.95233,0.73438,0.72967,1
p46_gpcc-octree-predlift_r02,0.23946,0.47963,0.15661,0.53915,0.061896
p46_gpcc-octree-predlift_r03,0.48814,0.72355,0.2576,0.64008,0.25173
p46_gpcc-octree-predlift_r04,0.71056,0.88049,0.49232,0.89985,0.56331
p46_gpcc-octree-predlift_r05,0.76686,0.90876,0.69907,0.93205,0.76676
p46_gpcc-octree-predlift_r06,0.78279,0.91332,0.76744,0.94618,0.88022
p46_gpcc-octree-raht_r02,0.23946,0.47963,0.14361,0.53852,0.061896
p46_gpcc-octree-raht_r03,0.48814,0.72355,0.2432,0.64628,0.25173
p46_gpcc-octree-raht_r04,0.71056,0.88049,0.46262,0.86083,0.56331
p46_gpcc-octree-raht_r05,0.76686,0.90876,0.67315,0.89624,0.76676
p46_gpcc-octree-raht_r06,0.78279,0.91332,0.74715,0.91675,0.88022
p46_vpcc_r00,0.45591,0.58841,0.19175,0.64566,0.85419
p46_vpcc_r01,0.56713,0.67159,0.25061,0.69113,0.96649
p46_vpcc_r02,0.64589,0.72715,0.35126,0.75678,0.99616
p46_vpcc_r03,0.7141,0.78355,0.47649,0.81009,1
p46_vpcc_r04,0.76175,0.81742,0.61968,0.86814,1
p46_vpcc_r05,0.80632,0.88012,0.7,0.90058,0.94086
p48_geocnn_r01,0.76779,0.81716,0.69386,0.78143,1
p48_geocnn_r02,0.82617,0.86778,0.7096,0.77945,1
p48_geocnn_r03,0.88093,0.91232,0.72985,0.77377,1
p48_geocnn_r04,0.91791,0.94219,0.74191,0.77015,1
p48_gpcc-octree-predlift_r02,0.23261,0.4976,0.13831,0.54031,0.06466
p48_gpcc-octree-predlift_r03,0.48416,0.74312,0.23507,0.64452,0.25721
p48_gpcc-octree-predlift_r04,0.70817,0.88314,0.41428,0.87019,0.57087
p48_gpcc-octree-predlift_r05,0.76667,0.91058,0.63351,0.95965,0.77161
p48_gpcc-octree-predlift_r06,0.78326,0.9143,0.80378,0.94322,0.8827
p48_gpcc-octree-raht_r02,0.23261,0.4976,0.12479,0.53803,0.06466
p48_gpcc-octree-raht_r03,0.48416,0.74312,0.20684,0.65061,0.25721
p48_gpcc-octree-raht_r04,0.70817,0.88314,0.38658,0.8435,0.57087
p48_gpcc-octree-raht_r05,0.76667,0.91058,0.61525,0.89947,0.77161
p48_gpcc-octree-raht_r06,0.78326,0.9143,0.76801,0.89744,0.8827
p48_vpcc_r00,0.40592,0.57014,0.1701,0.64373,0.85557
p48_vpcc_r01,0.52499,0.66804,0.20761,0.67016,0.92942
p48_vpcc_r02,0.6269,0.73957,0.27738,0.716,1
p48_vpcc_r03,0.68988,0.78805,0.38985,0.77988,1
p48_vpcc_r04,0.73232,0.81463,0.55334,0.85954,1
p48_vpcc_r05,0.71809,0.83242,0.66366,0.91556,0.95128
p49_geocnn_r01,0.79091,0.80068,0.51918,0.87335,1
p49_geocnn_r02,0.87163,0.90012,0.55049,0.86507,1
p49_geocnn_r03,0.90986,0.93419,0.57224,0.85787,1
p49_geocnn_r04,0.93579,0.96027,0.58439,0.85066,1
p49_gpcc-octree-predlift_r02,0.26269,0.52443,0.080474,0.52519,0.064962
p49_gpcc-octree-predlift_r03,0.52356,0.77042,0.12916,0.60899,0.2587
p49_gpcc-octree-predlift_r04,0.72901,0.89989,0.30357,0.82377,0.57236
p49_gpcc-octree-predlift_r05,0.78563,0.9315,0.57915,0.88542,0.77425
p49_gpcc-octree-predlift_r06,0.80204,0.93847,0.75147,0.90132,0.88203
p49_gpcc-octree-raht_r02,0.26269,0.52443,0.076193,0.52564,0.064962
p49_gpcc-octree-raht_r03,0.52356,0.77042,0.12285,0.60502,0.2587
p49_gpcc-octree-raht_r04,0.72901,0.89989,0.2573,0.77575,0.57236
p49_gpcc-octree-raht_r05,0.78563,0.9315,0.54831,0.8625,0.77425
p49_gpcc-octree-raht_r06,0.80204,0.93847,0.71463,0.88367,0.88203
p49_vpcc_r00,0.57993,0.71092,0.098299,0.60983,0.91921
p49_vpcc_r01,0.6974,0.80147,0.12328,0.64171,0.96806
p49_vpcc_r02,0.76979,0.84835,0.17545,0.68327,0.98682
p49_vpcc_r03,0.8203,0.88117,0.3468,0.79346,0.99591
p49_vpcc_r04,0.85536,0.90446,0.60828,0.89752,1
p49_vpcc_r05,0.88226,0.93194,0.70937,0.93064,0.97746
p50_geocnn_r01,0.79739,0.85168,0.70832,0.75321,1
p50_geocnn_r02,0.84398,0.88972,0.72618,0.74716,1
p50_geocnn_r03,0.8891,0.92068,0.74336,0.7401,1
p50_geocnn_r04,0.92215,0.94815,0.75248,0.73553,1
p50_gpcc-octree-predlift_r02,0.22938,0.49499,0.15454,0.54231,0.066912
p50_gpcc-octree-predlift_r03,0.48219,0.74574,0.25392,0.64859,0.2617
p50_gpcc-octree-predlift_r04,0.70702,0.8837,0.45693,0.91622,0.57602
p50_gpcc-octree-predlift_r05,0.76496,0.90918,0.67147,0.96728,0.77463
p50_gpcc-octree-predlift_r06,0.78546,0.91793,0.82526,0.96352,0.88393
p50_gpcc-octree-raht_r02,0.22938,0.49499,0.14045,0.548,0.066912
p50_gpcc-octree-raht_r03,0.48219,0.74574,0.21948,0.65163,0.2617
p50_gpcc-octree-raht_r04,0.70702,0.8837,0.4149,0.8909,0.57602
p50_gpcc-octree-raht_r05,0.76496,0.90918,0.64653,0.92237,0.77463
p50_gpcc-octree-raht_r06,0.78546,0.91793,0.79286,0.92079,0.88393
p50_vpcc_r00,0.4861,0.65205,0.17688,0.65645,0.82234
p50_vpcc_r01,0.60543,0.74101,0.23742,0.70305,0.90778
p50_vpcc_r02,0.69064,0.79861,0.32815,0.76272,0.94912
p50_vpcc_r03,0.75135,0.84173,0.47854,0.82457,0.96641
p50_vpcc_r04,0.79319,0.86961,0.65584,0.89173,0.98555
p50_vpcc_r05,0.83203,0.90131,0.8034,0.93879,0.9527
p51_geocnn_r01,0.78548,0.82379,0.34595,0.87956,1
p51_geocnn_r02,0.83581,0.86786,0.36341,0.87655,1
p51_geocnn_r03,0.88155,0.91555,0.38035,0.8721,1
p51_geocnn_r04,0.91894,0.94876,0.39167,0.86906,1
p51_gpcc-octree-predlift_r02,0.23662,0.45282,0.031009,0.52526,0.064554
p51_gpcc-octree-predlift_r03,0.48824,0.71685,0.055583,0.62014,0.25821
p51_gpcc-octree-predlift_r04,0.70738,0.87257,0.18274,0.88175,0.57141
p51_gpcc-octree-predlift_r05,0.76548,0.90586,0.37997,0.92134,0.772
p51_gpcc-octree-predlift_r06,0.78452,0.91508,0.5747,0.93609,0.88289
p51_gpcc-octree-raht_r02,0.23662,0.45282,0.029956,0.52285,0.064554
p51_gpcc-octree-raht_r03,0.48824,0.71685,0.048119,0.60694,0.25821
p51_gpcc-octree-raht_r04,0.70738,0.87257,0.15451,0.84234,0.57141
p51_gpcc-octree-raht_r05,0.76548,0.90586,0.36021,0.90919,0.772
p51_gpcc-octree-raht_r06,0.78452,0.91508,0.53678,0.92442,0.88289
p51_vpcc_r00,0.52404,0.64996,0.037998,0.60207,0.87719
p51_vpcc_r01,0.61639,0.72407,0.053761,0.65109,0.89611
p51_vpcc_r02,0.68831,0.7769,0.11694,0.7813,0.9374
p51_vpcc_r03,0.74335,0.81868,0.25494,0.9092,0.95865
p51_vpcc_r04,0.77921,0.84245,0.43525,0.94743,0.99247
p51_vpcc_r05,0.81649,0.87747,0.49798,0.9502,0.96597
p52_geocnn_r01,0.80376,0.83074,0.46257,0.85443,1
p52_geocnn_r02,0.85829,0.88815,0.49527,0.84638,1
p52_geocnn_r03,0.89369,0.92842,0.49974,0.84743,1
p52_geocnn_r04,0.92632,0.95454,0.52841,0.83859,1
p52_gpcc-octree-predlift_r02,0.26487,0.51908,0.070074,0.51893,0.065931
p52_gpcc-octree-predlift_r03,0.5178,0.75295,0.10943,0.59691,0.26185
p52_gpcc-octree-predlift_r04,0.72989,0.90011,0.3085,0.81871,0.57584
p52_gpcc-octree-predlift_r05,0.78256,0.92748,0.56277,0.88618,0.77482
p52_gpcc-octree-predlift_r06,0.80427,0.94125,0.73328,0.91653,0.8842
p52_gpcc-octree-raht_r02,0.26487,0.51908,0.066499,0.52019,0.065931
p52_gpcc-octree-raht_r03,0.5178,0.75295,0.098629,0.58935,0.26185
p52_gpcc-octree-raht_r04,0.72989,0.90011,0.26874,0.78474,0.57584
p52_gpcc-octree-raht_r05,0.78256,0.92748,0.52971,0.86713,0.77482
p52_gpcc-octree-raht_r06,0.80427,0.94125,0.69127,0.90179,0.8842
p52_vpcc_r00,0.60996,0.73753,0.080773,0.61268,0.92756
p52_vpcc_r01,0.6987,0.7975,0.10505,0.63524,0.97143
p52_vpcc_r02,0.7616,0.8348,0.15364,0.70144,0.99388
p52_vpcc_r03,0.80665,0.86792,0.25842,0.79506,0.99098
p52_vpcc_r04,0.84196,0.88967,0.39922,0.8731,1
p52_vpcc_r05,0.87493,0.92586,0.47906,0.90591,0.979
p53_geocnn_r01,0.79054,0.83472,0.36089,0.89268,1
p53_geocnn_r02,0.83786,0.87578,0.37766,0.89173,1
p53_geocnn_r03,0.8831,0.91759,0.3892,0.89013,1
p53_geocnn_r04,0.91875,0.94645,0.39909,0.88707,1
p53_gpcc-octree-predlift_r02,0.23169,0.45277,0.032911,0.52255,0.067109
p53_gpcc-octree-predlift_r03,0.48724,0.72416,0.056703,0.62157,0.26059
p53_gpcc-octree-predlift_r04,0.70445,0.8707,0.17749,0.91534,0.57584
p53_gpcc-octree-predlift_r05,0.76378,0.90432,0.38358,0.92316,0.77412
p53_gpcc-octree-predlift_r06,0.78271,0.91298,0.56461,0.93383,0.88433
p53_gpcc-octree-raht_r02,0.23169,0.45277,0.029341,0.52277,0.067109
p53_gpcc-octree-raht_r03,0.48724,0.72416,0.049829,0.6155,0.26059
p53_gpcc-octree-raht_r04,0.70445,0.8707,0.14907,0.85487,0.57584
p53_gpcc-octree-raht_r05,0.76378,0.90432,0.36206,0.90672,0.77412
p53_gpcc-octree-raht_r06,0.78271,0.91298,0.5227,0.91811,0.88433
p53_vpcc_r00,0.51514,0.65687,0.039447,0.57804,0.87042
p53_vpcc_r01,0.61385,0.72762,0.052589,0.61341,0.92992
p53_vpcc_r02,0.68987,0.77883,0.090966,0.71468,0.95941
p53_vpcc_r03,0.74331,0.81901,0.25209,0.91586,0.95614
p53_vpcc_r04,0.78422,0.84435,0.4711,0.95281,0.98298
p53_vpcc_r05,0.82452,0.88581,0.55774,0.96357,0.95371
p54_geocnn_r01,0.76086,0.79504,0.22676,0.87643,1
p54_geocnn_r02,0.81235,0.8467,0.24164,0.87094,1
p54_geocnn_r03,0.84963,0.89257,0.24016,0.88069,1
p54_geocnn_r04,0.88952,0.92894,0.25173,0.86784,1
p54_gpcc-octree-predlift_r02,0.23975,0.45308,0.021359,0.52104,0.064367
p54_gpcc-octree-predlift_r03,0.48597,0.7017,0.050421,0.63997,0.25825
p54_gpcc-octree-predlift_r04,0.7079,0.87045,0.16036,0.855,0.57095
p54_gpcc-octree-predlift_r05,0.76404,0.90292,0.32781,0.91101,0.77131
p54_gpcc-octree-predlift_r06,0.78672,0.91825,0.51317,0.93621,0.88211
p54_gpcc-octree-raht_r02,0.23975,0.45308,0.021081,0.52064,0.064367
p54_gpcc-octree-raht_r03,0.48597,0.7017,0.047393,0.63104,0.25825
p54_gpcc-octree-raht_r04,0.7079,0.87045,0.14739,0.83286,0.57095
p54_gpcc-octree-raht_r05,0.76404,0.90292,0.31735,0.90187,0.77131
p54_gpcc-octree-raht_r06,0.78672,0.91825,0.4876,0.92813,0.88211
p54_vpcc_r00,0.51356,0.62479,0.040339,0.65973,0.93445
p54_vpcc_r01,0.609,0.70583,0.062459,0.71603,0.96682
p54_vpcc_r02,0.67859,0.75709,0.11379,0.81158,0.99737
p54_vpcc_r03,0.73584,0.80158,0.21346,0.89826,1
p54_vpcc_r04,0.77574,0.83021,0.33207,0.92983,1
p54_vpcc_r05,0.82602,0.88555,0.39407,0.93306,0.97169
p55_geocnn_r01,0.82379,0.82438,0.49909,0.78206,1
p55_geocnn_r02,0.89003,0.88864,0.51535,0.77829,1
p55_geocnn_r03,0.95449,0.97094,0.52573,0.7751,1
p55_geocnn_r04,0.96902,0.98398,0.53497,0.77025,1
p55_gpcc-octree-predlift_r02,0.23875,0.41082,0.065902,0.51376,0.065199
p55_gpcc-octree-predlift_r03,0.52452,0.7482,0.1383,0.64997,0.25854
p55_gpcc-octree-predlift_r04,0.70315,0.85533,0.36375,0.85714,0.5729
p55_gpcc-octree-predlift_r05,0.78195,0.92528,0.61149,0.89904,0.7726
p55_gpcc-octree-predlift_r06,0.78826,0.91845,0.75276,0.92399,0.88378
p55_gpcc-octree-raht_r02,0.23875,0.41082,0.057712,0.51339,0.065199
p55_gpcc-octree-raht_r03,0.52452,0.7482,0.12982,0.64349,0.25854
p55_gpcc-octree-raht_r04,0.70315,0.85533,0.33574,0.81543,0.5729
p55_gpcc-octree-raht_r05,0.78195,0.92528,0.59219,0.87752,0.7726
p55_gpcc-octree-raht_r06,0.78826,0.91845,0.72755,0.90754,0.88378
p55_vpcc_r00,0.41655,0.74861,0.13139,0.68292,0.95701
p55_vpcc_r01,0.45681,0.86798,0.20775,0.7328,0.99718
p55_vpcc_r02,0.47585,0.91609,0.32754,0.78616,1
p55_vpcc_r03,0.47965,0.93068,0.50891,0.85764,1
p55_vpcc_r04,0.4858,0.94633,0.67963,0.94155,1
p55_vpcc_r05,0.49245,0.97115,0.70743,0.96963,1
p56_geocnn_r01,0.29769,0.43389,0.23028,0.98509,1
p56_geocnn_r02,0.46361,0.60706,0.24492,0.98536,1
p56_geocnn_r03,0.58542,0.70857,0.26055,0.99012,1
p56_geocnn_r04,0.66168,0.77333,0.26771,0.99121,1
p56_gpcc-octree-predlift_r02,0.21893,0.48321,0.024365,0.56172,0.1149
p56_gpcc-octree-predlift_r03,0.45617,0.72484,0.051165,0.68279,0.37091
p56_gpcc-octree-predlift_r04,0.6959,0.87524,0.16022,0.86718,0.66181
p56_gpcc-octree-predlift_r05,0.76207,0.90739,0.33614,0.91922,0.82659
p56_gpcc-octree-predlift_r06,0.78335,0.91617,0.52647,0.94808,0.91146
p56_gpcc-octree-raht_r02,0.21893,0.48321,0.022003,0.55431,0.1149
p56_gpcc-octree-raht_r03,0.45617,0.72484,0.045885,0.66598,0.37091
p56_gpcc-octree-raht_r04,0.6959,0.87524,0.13917,0.84672,0.66181
p56_gpcc-octree-raht_r05,0.76207,0.90739,0.31568,0.91204,0.82659
p56_gpcc-octree-raht_r06,0.78335,0.91617,0.48625,0.94006,0.91146
p56_vpcc_r00,0.23366,0.43203,0.024959,0.55611,1
p56_vpcc_r01,0.2885,0.49304,0.033463,0.60138,1
p56_vpcc_r02,0.34334,0.54222,0.064067,0.73922,1
p56_vpcc_r03,0.3984,0.59643,0.13442,0.84465,1
p56_vpcc_r04,0.4424,0.63396,0.23119,0.88747,1
p56_vpcc_r05,0.53759,0.75439,0.28796,0.89645,1
p58_geocnn_r01,0.69822,0.7333,0.17372,0.8528,1
p58_geocnn_r02,0.78137,0.81901,0.19042,0.84723,1
p58_geocnn_r03,0.84279,0.87245,0.21116,0.84107,1
p58_geocnn_r04,0.89169,0.92962,0.21804,0.83713,0.99153
p58_gpcc-octree-predlift_r02,0.24033,0.46848,0.020303,0.53209,0.064147
p58_gpcc-octree-predlift_r03,0.4893,0.71642,0.045462,0.65144,0.25725
p58_gpcc-octree-predlift_r04,0.70981,0.87565,0.16183,0.86815,0.57132
p58_gpcc-octree-predlift_r05,0.76674,0.90682,0.31062,0.90258,0.77286
